protein_a,protein_b,length_aa,length_a,length_b,rank_count,peak_score_rank_1,peak_score_rank_2,peak_score_rank_3,peak_score_min,peak_score_max,ptm_rank_1,ptm_rank_2,ptm_rank_3,ptm_min,ptm_max,iptm_rank_1,iptm_rank_2,iptm_rank_3,iptm_min,iptm_max,max_pae_rank_1,max_pae_rank_2,max_pae_rank_3,max_pae_min,max_pae_max,bait,partner,peak_avg,peak_max_norm,peak_min_norm,peak_values_norm,ptm_avg,iptm_avg,ptm_values,iptm_values,uniprot_url
A1AG2_HUMAN,GRN_HUMAN,794,201,593,3,11.0,10.0,14.0,10.0,14.0,0.35,0.34,0.35,0.34,0.35,0.24,0.22,0.18,0.18,0.24,31.65625,31.71875,31.703125,31.65625,31.71875,A1AG2_HUMAN,GRN_HUMAN,0.6111111111111112,0.6666666666666667,0.5333333333333333,0.633:0.667:0.533,0.3466666666666667,0.2133333333333333,0.35:0.34:0.35,0.24:0.22:0.18,https://www.uniprot.org/uniprotkb/GRN_HUMAN/entry
A1AG2_HUMAN,HGD_HUMAN,646,201,445,3,20.0,20.0,25.0,20.0,25.0,0.7,0.71,0.69,0.69,0.71,0.15,0.15,0.11,0.11,0.15,31.65625,31.671875,31.6875,31.65625,31.6875,A1AG2_HUMAN,HGD_HUMAN,0.2777777777777778,0.33333333333333337,0.16666666666666663,0.333:0.333:0.167,0.6999999999999998,0.13666666666666666,0.7:0.71:0.69,0.15:0.15:0.11,https://www.uniprot.org/uniprotkb/HGD_HUMAN/entry
A1AG2_HUMAN,IZUM1_HUMAN,551,201,350,3,7.0,9.0,16.0,7.0,16.0,0.47,0.47,0.46,0.46,0.47,0.22,0.21,0.15,0.15,0.22,31.703125,31.6875,31.71875,31.6875,31.71875,A1AG2_HUMAN,IZUM1_HUMAN,0.6444444444444444,0.7666666666666666,0.4666666666666667,0.767:0.7:0.467,0.4666666666666666,0.19333333333333333,0.47:0.47:0.46,0.22:0.21:0.15,https://www.uniprot.org/uniprotkb/IZUM1_HUMAN/entry
A1AG2_HUMAN,KR103_HUMAN,422,201,221,3,3.0,4.0,5.0,3.0,5.0,0.52,0.52,0.54,0.52,0.54,0.33,0.28,0.24,0.24,0.33,31.71875,31.71875,31.703125,31.703125,31.71875,A1AG2_HUMAN,KR103_HUMAN,0.8666666666666667,0.9,0.8333333333333334,0.9:0.867:0.833,0.5266666666666667,0.2833333333333334,0.52:0.52:0.54,0.33:0.28:0.24,https://www.uniprot.org/uniprotkb/KR103_HUMAN/entry
A1AG2_HUMAN,LCN8_HUMAN,376,201,175,3,9.0,12.0,20.0,9.0,20.0,0.56,0.53,0.51,0.51,0.56,0.24,0.16,0.12,0.12,0.24,31.625,31.609375,31.640625,31.609375,31.640625,A1AG2_HUMAN,LCN8_HUMAN,0.5444444444444444,0.7,0.33333333333333337,0.7:0.6:0.333,0.5333333333333333,0.17333333333333334,0.56:0.53:0.51,0.24:0.16:0.12,https://www.uniprot.org/uniprotkb/LCN8_HUMAN/entry
A1AG2_HUMAN,LCN9_HUMAN,377,201,176,3,4.0,5.0,9.0,4.0,9.0,0.56,0.55,0.55,0.55,0.56,0.37,0.26,0.2,0.2,0.37,31.71875,31.671875,31.671875,31.671875,31.71875,A1AG2_HUMAN,LCN9_HUMAN,0.8000000000000002,0.8666666666666667,0.7,0.867:0.833:0.7,0.5533333333333333,0.27666666666666667,0.56:0.55:0.55,0.37:0.26:0.2,https://www.uniprot.org/uniprotkb/LCN9_HUMAN/entry
A1AG2_HUMAN,PERL_HUMAN,913,201,712,3,2.0,4.0,9.0,2.0,9.0,0.87,0.85,0.81,0.81,0.87,0.68,0.57,0.45,0.45,0.68,31.578125,31.578125,31.640625,31.578125,31.640625,A1AG2_HUMAN,PERL_HUMAN,0.8333333333333334,0.9333333333333333,0.7,0.933:0.867:0.7,0.8433333333333334,0.5666666666666667,0.87:0.85:0.81,0.68:0.57:0.45,https://www.uniprot.org/uniprotkb/PERL_HUMAN/entry
A1AG2_HUMAN,PON1_HUMAN,556,201,355,3,11.0,14.0,11.0,11.0,14.0,0.64,0.66,0.63,0.63,0.66,0.23,0.2,0.17,0.17,0.23,31.640625,31.65625,31.671875,31.640625,31.671875,A1AG2_HUMAN,PON1_HUMAN,0.6,0.6333333333333333,0.5333333333333333,0.633:0.533:0.633,0.6433333333333334,0.20000000000000004,0.64:0.66:0.63,0.23:0.2:0.17,https://www.uniprot.org/uniprotkb/PON1_HUMAN/entry
A1AG2_HUMAN,PPARA_HUMAN,669,201,468,3,17.0,13.0,19.0,13.0,19.0,0.46,0.46,0.46,0.46,0.46,0.18,0.16,0.14,0.14,0.18,31.71875,31.6875,31.671875,31.671875,31.71875,A1AG2_HUMAN,PPARA_HUMAN,0.45555555555555555,0.5666666666666667,0.3666666666666667,0.433:0.567:0.367,0.46,0.16,0.46:0.46:0.46,0.18:0.16:0.14,https://www.uniprot.org/uniprotkb/PPARA_HUMAN/entry
A1AG2_HUMAN,PRDX2_HUMAN,399,201,198,3,11.0,10.0,13.0,10.0,13.0,0.52,0.52,0.51,0.51,0.52,0.17,0.17,0.15,0.15,0.17,31.640625,31.640625,31.65625,31.640625,31.65625,A1AG2_HUMAN,PRDX2_HUMAN,0.6222222222222222,0.6666666666666667,0.5666666666666667,0.633:0.667:0.567,0.5166666666666667,0.16333333333333333,0.52:0.52:0.51,0.17:0.17:0.15,https://www.uniprot.org/uniprotkb/PRDX2_HUMAN/entry
A1AG2_HUMAN,RARR2_HUMAN,364,201,163,3,3.0,5.0,4.0,3.0,5.0,0.62,0.61,0.58,0.58,0.62,0.4,0.31,0.28,0.28,0.4,31.640625,31.6875,31.6875,31.640625,31.6875,A1AG2_HUMAN,RARR2_HUMAN,0.8666666666666667,0.9,0.8333333333333334,0.9:0.833:0.867,0.6033333333333334,0.33,0.62:0.61:0.58,0.4:0.31:0.28,https://www.uniprot.org/uniprotkb/RARR2_HUMAN/entry
A1AG2_HUMAN,RETN_HUMAN,309,201,108,3,4.0,7.0,6.0,4.0,7.0,0.69,0.66,0.65,0.65,0.69,0.41,0.29,0.26,0.26,0.41,31.703125,31.671875,31.6875,31.671875,31.703125,A1AG2_HUMAN,RETN_HUMAN,0.8111111111111112,0.8666666666666667,0.7666666666666666,0.867:0.767:0.8,0.6666666666666666,0.32,0.69:0.66:0.65,0.41:0.29:0.26,https://www.uniprot.org/uniprotkb/RETN_HUMAN/entry
A1AG2_HUMAN,RHBL4_HUMAN,516,201,315,3,2.0,2.0,4.0,2.0,4.0,0.67,0.65,0.64,0.64,0.67,0.67,0.6,0.59,0.59,0.67,31.609375,31.703125,31.625,31.609375,31.703125,A1AG2_HUMAN,RHBL4_HUMAN,0.9111111111111111,0.9333333333333333,0.8666666666666667,0.933:0.933:0.867,0.6533333333333333,0.62,0.67:0.65:0.64,0.67:0.6:0.59,https://www.uniprot.org/uniprotkb/RHBL4_HUMAN/entry
A1AG2_HUMAN,SHOC1_HUMAN,1645,201,1444,3,5.0,5.0,15.0,5.0,15.0,0.43,0.44,0.41,0.41,0.44,0.35,0.32,0.23,0.23,0.35,31.71875,31.703125,31.734375,31.703125,31.734375,A1AG2_HUMAN,SHOC1_HUMAN,0.7222222222222223,0.8333333333333334,0.5,0.833:0.833:0.5,0.4266666666666667,0.3,0.43:0.44:0.41,0.35:0.32:0.23,https://www.uniprot.org/uniprotkb/SHOC1_HUMAN/entry
A1AG2_HUMAN,UBE2U_HUMAN,522,201,321,3,8.0,17.0,22.0,8.0,22.0,0.43,0.4,0.39,0.39,0.43,0.22,0.14,0.11,0.11,0.22,31.71875,31.6875,31.6875,31.6875,31.71875,A1AG2_HUMAN,UBE2U_HUMAN,0.47777777777777786,0.7333333333333334,0.2666666666666667,0.733:0.433:0.267,0.40666666666666673,0.15666666666666665,0.43:0.4:0.39,0.22:0.14:0.11,https://www.uniprot.org/uniprotkb/UBE2U_HUMAN/entry
A1AG2_HUMAN,UD18_HUMAN,731,201,530,3,12.0,10.0,18.0,10.0,18.0,0.67,0.67,0.67,0.67,0.67,0.26,0.2,0.17,0.17,0.26,31.703125,31.703125,31.703125,31.703125,31.703125,A1AG2_HUMAN,UD18_HUMAN,0.5555555555555555,0.6666666666666667,0.4,0.6:0.667:0.4,0.67,0.21,0.67:0.67:0.67,0.26:0.2:0.17,https://www.uniprot.org/uniprotkb/UD18_HUMAN/entry
A1AG2_HUMAN,UD2A3_HUMAN,728,201,527,3,14.0,17.0,14.0,14.0,17.0,0.68,0.67,0.66,0.66,0.68,0.24,0.15,0.15,0.15,0.24,31.703125,31.703125,31.671875,31.671875,31.703125,A1AG2_HUMAN,UD2A3_HUMAN,0.5,0.5333333333333333,0.43333333333333335,0.533:0.433:0.533,0.67,0.18000000000000002,0.68:0.67:0.66,0.24:0.15:0.15,https://www.uniprot.org/uniprotkb/UD2A3_HUMAN/entry
A1AG2_HUMAN,VSIG4_HUMAN,600,201,399,3,5.0,6.0,6.0,5.0,6.0,0.43,0.38,0.39,0.38,0.43,0.27,0.26,0.25,0.25,0.27,31.71875,31.6875,31.71875,31.6875,31.71875,A1AG2_HUMAN,VSIG4_HUMAN,0.8111111111111112,0.8333333333333334,0.8,0.833:0.8:0.8,0.4000000000000001,0.26,0.43:0.38:0.39,0.27:0.26:0.25,https://www.uniprot.org/uniprotkb/VSIG4_HUMAN/entry
A1AG1_HUMAN,A1AG2_HUMAN,402,201,201,3,11.0,9.0,13.0,9.0,13.0,0.54,0.48,0.49,0.48,0.54,0.23,0.15,0.13,0.13,0.23,31.671875,31.296875,31.328125,31.296875,31.671875,A1AG2_HUMAN,A1AG1_HUMAN,0.6333333333333333,0.7,0.5666666666666667,0.633:0.7:0.567,0.5033333333333333,0.17,0.54:0.48:0.49,0.23:0.15:0.13,https://www.uniprot.org/uniprotkb/A1AG1_HUMAN/entry
A2MG_HUMAN,A1AG2_HUMAN,1675,1474,201,3,15.0,16.0,14.0,14.0,16.0,0.68,0.71,0.73,0.68,0.73,0.31,0.3,0.29,0.29,0.31,31.71875,31.71875,31.6875,31.6875,31.71875,A1AG2_HUMAN,A2MG_HUMAN,0.5,0.5333333333333333,0.4666666666666667,0.5:0.467:0.533,0.7066666666666667,0.3,0.68:0.71:0.73,0.31:0.3:0.29,https://www.uniprot.org/uniprotkb/A2MG_HUMAN/entry
ADA_HUMAN,A1AG2_HUMAN,564,363,201,3,15.0,15.0,18.0,15.0,18.0,0.66,0.65,0.66,0.65,0.66,0.18,0.14,0.12,0.12,0.18,31.640625,31.65625,31.640625,31.640625,31.65625,A1AG2_HUMAN,ADA_HUMAN,0.4666666666666666,0.5,0.4,0.5:0.5:0.4,0.6566666666666667,0.14666666666666667,0.66:0.65:0.66,0.18:0.14:0.12,https://www.uniprot.org/uniprotkb/ADA_HUMAN/entry
C4BPA_HUMAN,A1AG2_HUMAN,798,597,201,3,14.0,15.0,18.0,14.0,18.0,0.35,0.34,0.33,0.33,0.35,0.21,0.2,0.17,0.17,0.21,31.734375,31.734375,31.734375,31.734375,31.734375,A1AG2_HUMAN,C4BPA_HUMAN,0.4777777777777777,0.5333333333333333,0.4,0.533:0.5:0.4,0.34,0.19333333333333336,0.35:0.34:0.33,0.21:0.2:0.17,https://www.uniprot.org/uniprotkb/C4BPA_HUMAN/entry
CFAH_HUMAN,A1AG2_HUMAN,1432,1231,201,3,14.0,16.0,17.0,14.0,17.0,0.33,0.33,0.33,0.33,0.33,0.29,0.26,0.25,0.25,0.29,31.71875,31.734375,31.71875,31.71875,31.734375,A1AG2_HUMAN,CFAH_HUMAN,0.4777777777777778,0.5333333333333333,0.43333333333333335,0.533:0.467:0.433,0.33,0.26666666666666666,0.33:0.33:0.33,0.29:0.26:0.25,https://www.uniprot.org/uniprotkb/CFAH_HUMAN/entry
CO7_HUMAN,A1AG2_HUMAN,1044,843,201,3,11.0,10.0,18.0,10.0,18.0,0.53,0.52,0.52,0.52,0.53,0.3,0.27,0.21,0.21,0.3,31.703125,31.71875,31.71875,31.703125,31.71875,A1AG2_HUMAN,CO7_HUMAN,0.5666666666666668,0.6666666666666667,0.4,0.633:0.667:0.4,0.5233333333333333,0.26,0.53:0.52:0.52,0.3:0.27:0.21,https://www.uniprot.org/uniprotkb/CO7_HUMAN/entry
EGFR_HUMAN,A1AG2_HUMAN,1411,1210,201,3,22.0,24.0,24.0,22.0,24.0,0.4,0.42,0.4,0.4,0.42,0.2,0.19,0.17,0.17,0.2,31.71875,31.703125,31.71875,31.703125,31.71875,A1AG2_HUMAN,EGFR_HUMAN,0.2222222222222222,0.2666666666666667,0.19999999999999996,0.267:0.2:0.2,0.40666666666666673,0.18666666666666668,0.4:0.42:0.4,0.2:0.19:0.17,https://www.uniprot.org/uniprotkb/EGFR_HUMAN/entry
EGF_HUMAN,A1AG2_HUMAN,1408,1207,201,3,21.0,23.0,23.0,21.0,23.0,0.59,0.59,0.57,0.57,0.59,0.19,0.18,0.17,0.17,0.19,31.71875,31.734375,31.71875,31.71875,31.734375,A1AG2_HUMAN,EGF_HUMAN,0.25555555555555554,0.30000000000000004,0.23333333333333328,0.3:0.233:0.233,0.5833333333333334,0.18000000000000002,0.59:0.59:0.57,0.19:0.18:0.17,https://www.uniprot.org/uniprotkb/EGF_HUMAN/entry
ENOA_HUMAN,A1AG2_HUMAN,635,434,201,3,17.0,21.0,23.0,17.0,23.0,0.7,0.7,0.7,0.7,0.7,0.15,0.14,0.13,0.13,0.15,31.640625,31.640625,31.640625,31.640625,31.640625,A1AG2_HUMAN,ENOA_HUMAN,0.32222222222222224,0.43333333333333335,0.23333333333333328,0.433:0.3:0.233,0.6999999999999998,0.14,0.7:0.7:0.7,0.15:0.14:0.13,https://www.uniprot.org/uniprotkb/ENOA_HUMAN/entry
GGCT_HUMAN,A1AG2_HUMAN,389,188,201,3,2.0,9.0,10.0,2.0,10.0,0.81,0.56,0.53,0.53,0.81,0.78,0.24,0.17,0.17,0.78,31.53125,31.53125,31.640625,31.53125,31.640625,A1AG2_HUMAN,GGCT_HUMAN,0.7666666666666666,0.9333333333333333,0.6666666666666667,0.933:0.7:0.667,0.6333333333333334,0.39666666666666667,0.81:0.56:0.53,0.78:0.24:0.17,https://www.uniprot.org/uniprotkb/GGCT_HUMAN/entry
IBP1_HUMAN,A1AG2_HUMAN,460,259,201,3,8.0,11.0,10.0,8.0,11.0,0.47,0.48,0.47,0.47,0.48,0.19,0.18,0.17,0.17,0.19,31.65625,31.71875,31.703125,31.65625,31.71875,A1AG2_HUMAN,IBP1_HUMAN,0.6777777777777777,0.7333333333333334,0.6333333333333333,0.733:0.633:0.667,0.47333333333333333,0.18000000000000002,0.47:0.48:0.47,0.19:0.18:0.17,https://www.uniprot.org/uniprotkb/IBP1_HUMAN/entry
IFNA2_HUMAN,A1AG2_HUMAN,389,188,201,3,5.0,6.0,7.0,5.0,7.0,0.53,0.51,0.52,0.51,0.53,0.23,0.21,0.21,0.21,0.23,31.640625,31.609375,31.609375,31.609375,31.640625,A1AG2_HUMAN,IFNA2_HUMAN,0.7999999999999999,0.8333333333333334,0.7666666666666666,0.833:0.8:0.767,0.52,0.21666666666666667,0.53:0.51:0.52,0.23:0.21:0.21,https://www.uniprot.org/uniprotkb/IFNA2_HUMAN/entry
IFNA6_HUMAN,A1AG2_HUMAN,390,189,201,3,5.0,18.0,15.0,5.0,18.0,0.52,0.51,0.49,0.49,0.52,0.23,0.15,0.13,0.13,0.23,31.65625,31.671875,31.53125,31.53125,31.671875,A1AG2_HUMAN,IFNA6_HUMAN,0.5777777777777778,0.8333333333333334,0.4,0.833:0.4:0.5,0.5066666666666667,0.17,0.52:0.51:0.49,0.23:0.15:0.13,https://www.uniprot.org/uniprotkb/IFNA6_HUMAN/entry
IL1A_HUMAN,A1AG2_HUMAN,472,271,201,3,11.0,13.0,12.0,11.0,13.0,0.46,0.43,0.46,0.43,0.46,0.19,0.19,0.16,0.16,0.19,31.71875,31.703125,31.71875,31.703125,31.71875,A1AG2_HUMAN,IL1A_HUMAN,0.6,0.6333333333333333,0.5666666666666667,0.633:0.567:0.6,0.45,0.18000000000000002,0.46:0.43:0.46,0.19:0.19:0.16,https://www.uniprot.org/uniprotkb/IL1A_HUMAN/entry
IL5_HUMAN,A1AG2_HUMAN,335,134,201,3,5.0,5.0,7.0,5.0,7.0,0.6,0.59,0.58,0.58,0.6,0.21,0.2,0.19,0.19,0.21,31.59375,31.59375,31.671875,31.59375,31.671875,A1AG2_HUMAN,IL5_HUMAN,0.8111111111111112,0.8333333333333334,0.7666666666666666,0.833:0.833:0.767,0.59,0.20000000000000004,0.6:0.59:0.58,0.21:0.2:0.19,https://www.uniprot.org/uniprotkb/IL5_HUMAN/entry
NID1_HUMAN,A1AG2_HUMAN,1448,1247,201,3,2.0,2.0,12.0,2.0,12.0,0.46,0.44,0.35,0.35,0.46,0.76,0.72,0.31,0.31,0.76,31.703125,31.71875,31.703125,31.703125,31.71875,A1AG2_HUMAN,NID1_HUMAN,0.8222222222222223,0.9333333333333333,0.6,0.933:0.933:0.6,0.4166666666666667,0.5966666666666667,0.46:0.44:0.35,0.76:0.72:0.31,https://www.uniprot.org/uniprotkb/NID1_HUMAN/entry
PIGR_HUMAN,A1AG2_HUMAN,965,764,201,3,13.0,17.0,19.0,13.0,19.0,0.5,0.53,0.52,0.5,0.53,0.24,0.19,0.14,0.14,0.24,31.734375,31.703125,31.71875,31.703125,31.734375,A1AG2_HUMAN,PIGR_HUMAN,0.45555555555555555,0.5666666666666667,0.3666666666666667,0.567:0.433:0.367,0.5166666666666667,0.19000000000000003,0.5:0.53:0.52,0.24:0.19:0.14,https://www.uniprot.org/uniprotkb/PIGR_HUMAN/entry
PIP_HUMAN,A1AG2_HUMAN,347,146,201,3,9.0,9.0,19.0,9.0,19.0,0.57,0.57,0.54,0.54,0.57,0.18,0.18,0.12,0.12,0.18,31.71875,31.6875,31.578125,31.578125,31.71875,A1AG2_HUMAN,PIP_HUMAN,0.5888888888888889,0.7,0.3666666666666667,0.7:0.7:0.367,0.5599999999999999,0.16,0.57:0.57:0.54,0.18:0.18:0.12,https://www.uniprot.org/uniprotkb/PIP_HUMAN/entry
RET4_HUMAN,A1AG2_HUMAN,402,201,201,3,9.0,10.0,10.0,9.0,10.0,0.54,0.52,0.51,0.51,0.54,0.22,0.19,0.17,0.17,0.22,31.6875,31.671875,31.609375,31.609375,31.6875,A1AG2_HUMAN,RET4_HUMAN,0.6777777777777777,0.7,0.6666666666666667,0.7:0.667:0.667,0.5233333333333333,0.19333333333333336,0.54:0.52:0.51,0.22:0.19:0.17,https://www.uniprot.org/uniprotkb/RET4_HUMAN/entry
SAMP_HUMAN,A1AG2_HUMAN,424,223,201,3,7.0,7.0,9.0,7.0,9.0,0.52,0.54,0.54,0.52,0.54,0.32,0.26,0.23,0.23,0.32,31.640625,31.578125,31.5625,31.5625,31.640625,A1AG2_HUMAN,SAMP_HUMAN,0.7444444444444445,0.7666666666666666,0.7,0.767:0.767:0.7,0.5333333333333333,0.27,0.52:0.54:0.54,0.32:0.26:0.23,https://www.uniprot.org/uniprotkb/SAMP_HUMAN/entry
SLPI_HUMAN,A1AG2_HUMAN,333,132,201,3,1.0,4.0,4.0,1.0,4.0,0.78,0.67,0.61,0.61,0.78,0.7,0.42,0.31,0.31,0.7,31.609375,31.6875,31.609375,31.609375,31.6875,A1AG2_HUMAN,SLPI_HUMAN,0.9,0.9666666666666667,0.8666666666666667,0.967:0.867:0.867,0.6866666666666666,0.4766666666666666,0.78:0.67:0.61,0.7:0.42:0.31,https://www.uniprot.org/uniprotkb/SLPI_HUMAN/entry
THBG_HUMAN,A1AG2_HUMAN,616,415,201,3,6.0,6.0,8.0,6.0,8.0,0.63,0.61,0.6,0.6,0.63,0.34,0.33,0.2,0.2,0.34,31.65625,31.671875,31.71875,31.65625,31.71875,A1AG2_HUMAN,THBG_HUMAN,0.7777777777777778,0.8,0.7333333333333334,0.8:0.8:0.733,0.6133333333333333,0.29000000000000004,0.63:0.61:0.6,0.34:0.33:0.2,https://www.uniprot.org/uniprotkb/THBG_HUMAN/entry
TIMP1_HUMAN,A1AG2_HUMAN,408,207,201,3,10.0,11.0,12.0,10.0,12.0,0.52,0.51,0.51,0.51,0.52,0.18,0.17,0.17,0.17,0.18,31.6875,31.6875,31.671875,31.671875,31.6875,A1AG2_HUMAN,TIMP1_HUMAN,0.6333333333333333,0.6666666666666667,0.6,0.667:0.633:0.6,0.5133333333333333,0.17333333333333334,0.52:0.51:0.51,0.18:0.17:0.17,https://www.uniprot.org/uniprotkb/TIMP1_HUMAN/entry
TLR2_HUMAN,A1AG2_HUMAN,985,784,201,3,18.0,20.0,22.0,18.0,22.0,0.6,0.6,0.6,0.6,0.6,0.22,0.2,0.17,0.17,0.22,31.734375,31.703125,31.734375,31.703125,31.734375,A1AG2_HUMAN,TLR2_HUMAN,0.3333333333333333,0.4,0.2666666666666667,0.4:0.333:0.267,0.6,0.19666666666666668,0.6:0.6:0.6,0.22:0.2:0.17,https://www.uniprot.org/uniprotkb/TLR2_HUMAN/entry
UD2B4_HUMAN,A1AG2_HUMAN,729,528,201,3,7.0,13.0,23.0,7.0,23.0,0.74,0.67,0.65,0.65,0.74,0.53,0.19,0.13,0.13,0.53,31.6875,31.6875,31.6875,31.6875,31.6875,A1AG2_HUMAN,UD2B4_HUMAN,0.5222222222222221,0.7666666666666666,0.23333333333333328,0.767:0.567:0.233,0.6866666666666666,0.2833333333333333,0.74:0.67:0.65,0.53:0.19:0.13,https://www.uniprot.org/uniprotkb/UD2B4_HUMAN/entry
AMPN_HUMAN,A1AG2_HUMAN,1168,967,201,3,2.0,5.0,21.0,2.0,21.0,0.88,0.84,0.78,0.78,0.88,0.8,0.68,0.18,0.18,0.8,31.640625,31.671875,31.71875,31.640625,31.71875,A1AG2_HUMAN,AMPN_HUMAN,0.6888888888888888,0.9333333333333333,0.30000000000000004,0.933:0.833:0.3,0.8333333333333334,0.5533333333333333,0.88:0.84:0.78,0.8:0.68:0.18,https://www.uniprot.org/uniprotkb/AMPN_HUMAN/entry
APOC1_HUMAN,A1AG2_HUMAN,284,83,201,3,5.0,7.0,7.0,5.0,7.0,0.66,0.65,0.65,0.65,0.66,0.19,0.19,0.18,0.18,0.19,31.703125,31.6875,31.609375,31.609375,31.703125,A1AG2_HUMAN,APOC1_HUMAN,0.7888888888888889,0.8333333333333334,0.7666666666666666,0.833:0.767:0.767,0.6533333333333333,0.18666666666666668,0.66:0.65:0.65,0.19:0.19:0.18,https://www.uniprot.org/uniprotkb/APOC1_HUMAN/entry
CASB_HUMAN,A1AG2_HUMAN,427,226,201,3,3.0,4.0,4.0,3.0,4.0,0.5,0.49,0.49,0.49,0.5,0.39,0.26,0.21,0.21,0.39,31.703125,31.71875,31.671875,31.671875,31.71875,A1AG2_HUMAN,CASB_HUMAN,0.8777777777777778,0.9,0.8666666666666667,0.9:0.867:0.867,0.49333333333333335,0.2866666666666667,0.5:0.49:0.49,0.39:0.26:0.21,https://www.uniprot.org/uniprotkb/CASB_HUMAN/entry
CO3_HUMAN,A1AG2_HUMAN,1864,1663,201,3,19.0,19.0,23.0,19.0,23.0,0.64,0.55,0.58,0.55,0.64,0.3,0.3,0.22,0.22,0.3,31.71875,31.71875,31.71875,31.71875,31.71875,A1AG2_HUMAN,CO3_HUMAN,0.32222222222222224,0.3666666666666667,0.23333333333333328,0.367:0.367:0.233,0.59,0.2733333333333333,0.64:0.55:0.58,0.3:0.3:0.22,https://www.uniprot.org/uniprotkb/CO3_HUMAN/entry
CO4A_HUMAN,A1AG2_HUMAN,1945,1744,201,3,21.0,21.0,25.0,21.0,25.0,0.67,0.56,0.63,0.56,0.67,0.28,0.28,0.19,0.19,0.28,31.703125,31.71875,31.71875,31.703125,31.71875,A1AG2_HUMAN,CO4A_HUMAN,0.2555555555555556,0.30000000000000004,0.16666666666666663,0.3:0.3:0.167,0.62,0.25,0.67:0.56:0.63,0.28:0.28:0.19,https://www.uniprot.org/uniprotkb/CO4A_HUMAN/entry
CP3A4_HUMAN,A1AG2_HUMAN,704,503,201,3,14.0,17.0,18.0,14.0,18.0,0.71,0.69,0.69,0.69,0.71,0.19,0.16,0.15,0.15,0.19,31.671875,31.703125,31.703125,31.671875,31.703125,A1AG2_HUMAN,CP3A4_HUMAN,0.45555555555555555,0.5333333333333333,0.4,0.533:0.433:0.4,0.6966666666666667,0.16666666666666666,0.71:0.69:0.69,0.19:0.16:0.15,https://www.uniprot.org/uniprotkb/CP3A4_HUMAN/entry
CYTC_HUMAN,A1AG2_HUMAN,347,146,201,3,6.0,7.0,10.0,6.0,10.0,0.59,0.6,0.58,0.58,0.6,0.25,0.24,0.21,0.21,0.25,31.71875,31.625,31.6875,31.625,31.71875,A1AG2_HUMAN,CYTC_HUMAN,0.7444444444444445,0.8,0.6666666666666667,0.8:0.767:0.667,0.59,0.2333333333333333,0.59:0.6:0.58,0.25:0.24:0.21,https://www.uniprot.org/uniprotkb/CYTC_HUMAN/entry
FABPI_HUMAN,A1AG2_HUMAN,333,132,201,3,9.0,11.0,12.0,9.0,12.0,0.59,0.6,0.58,0.58,0.6,0.24,0.2,0.17,0.17,0.24,31.515625,31.625,31.5625,31.515625,31.625,A1AG2_HUMAN,FABPI_HUMAN,0.6444444444444444,0.7,0.6,0.7:0.633:0.6,0.59,0.20333333333333334,0.59:0.6:0.58,0.24:0.2:0.17,https://www.uniprot.org/uniprotkb/FABPI_HUMAN/entry
GLPA_HUMAN,A1AG2_HUMAN,351,150,201,3,4.0,3.0,4.0,3.0,4.0,0.55,0.55,0.55,0.55,0.55,0.27,0.24,0.22,0.22,0.27,31.71875,31.71875,31.71875,31.71875,31.71875,A1AG2_HUMAN,GLPA_HUMAN,0.8777777777777778,0.9,0.8666666666666667,0.867:0.9:0.867,0.55,0.24333333333333332,0.55:0.55:0.55,0.27:0.24:0.22,https://www.uniprot.org/uniprotkb/GLPA_HUMAN/entry
ICOSL_HUMAN,A1AG2_HUMAN,503,302,201,3,3.0,5.0,13.0,3.0,13.0,0.62,0.43,0.45,0.43,0.62,0.55,0.3,0.15,0.15,0.55,31.71875,31.71875,31.71875,31.71875,31.71875,A1AG2_HUMAN,ICOSL_HUMAN,0.7666666666666666,0.9,0.5666666666666667,0.9:0.833:0.567,0.5,0.3333333333333333,0.62:0.43:0.45,0.55:0.3:0.15,https://www.uniprot.org/uniprotkb/ICOSL_HUMAN/entry
IGLL1_HUMAN,A1AG2_HUMAN,414,213,201,3,3.0,5.0,5.0,3.0,5.0,0.67,0.54,0.51,0.51,0.67,0.64,0.33,0.25,0.25,0.64,31.703125,31.703125,31.671875,31.671875,31.703125,A1AG2_HUMAN,IGLL1_HUMAN,0.8555555555555556,0.9,0.8333333333333334,0.9:0.833:0.833,0.5733333333333334,0.4066666666666667,0.67:0.54:0.51,0.64:0.33:0.25,https://www.uniprot.org/uniprotkb/IGLL1_HUMAN/entry
IL1B_HUMAN,A1AG2_HUMAN,470,269,201,3,6.0,8.0,9.0,6.0,9.0,0.46,0.48,0.48,0.46,0.48,0.23,0.19,0.19,0.19,0.23,31.703125,31.71875,31.734375,31.703125,31.734375,A1AG2_HUMAN,IL1B_HUMAN,0.7444444444444445,0.8,0.7,0.8:0.733:0.7,0.47333333333333333,0.20333333333333337,0.46:0.48:0.48,0.23:0.19:0.19,https://www.uniprot.org/uniprotkb/IL1B_HUMAN/entry
